text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:47:37,FALSE,NA,1186564755051315200,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,89mg9tYqpFdvJDR,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:47:21,FALSE,NA,1186564686214393856,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,VVVEGAAA,3875,TRUE,FALSE,NA,NA
FERRARI F8 TRIBUTO, 순수 내연기관 진화의 마침표

https://t.co/0lIEZ0bqiX

#자동차생활, #자동차, #카라이프, #carlife, #페라리, #페라리시승기,… https://t.co/LMcxILfqdW,FALSE,0,NA,2019-10-22 08:46:04,TRUE,NA,1186564365790502913,NA,<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>,eDWclKh4XFb7lIZ,0,FALSE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:46:04,FALSE,NA,1186564363303313408,NA,<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>,FYS_TL,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:45:39,FALSE,NA,1186564259678785536,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,kim_onill,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:45:25,FALSE,NA,1186564201315069953,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,DAEG4MMA,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:44:57,FALSE,NA,1186564081668386816,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,p_gudok,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:44:50,FALSE,NA,1186564053734326272,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,blue_bi7,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:44:22,FALSE,NA,1186563935555604480,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,Seungzo179,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:43:55,FALSE,NA,1186563825216061445,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,cm_ellewim,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:42:54,FALSE,NA,1186563567119503360,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,Ivy_lyang,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:42:20,FALSE,NA,1186563424395780096,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,ZN_GIVEUP,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:42:14,FALSE,NA,1186563399313846272,NA,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,00784_,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:42:12,FALSE,NA,1186563390396780544,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,Haku_charcter,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:41:39,FALSE,NA,1186563253914071041,NA,<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>,Sunflower_0706,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:41:32,FALSE,NA,1186563222742024194,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,small_Shaby,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:40:27,FALSE,NA,1186562949269188608,NA,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,wangwang_man,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:38:53,FALSE,NA,1186562556388765699,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,doll_snowgia,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:38:28,FALSE,NA,1186562450860040192,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,Connecter_BnWR,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:38:00,FALSE,NA,1186562333738291200,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,Alkali_o_o,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:37:17,FALSE,NA,1186562153634861058,NA,<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>,blacknasahood,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:36:57,FALSE,NA,1186562071401361408,NA,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,atsutyan_09,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:36:53,FALSE,NA,1186562052438904833,NA,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,tbpulnew,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:36:19,FALSE,NA,1186561909283119109,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,rlacowjd,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:35:41,FALSE,NA,1186561751564685313,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,sechi_08140930,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:35:28,FALSE,NA,1186561699135934464,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,b9a10a69f26e452,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:35:04,FALSE,NA,1186561598233538560,NA,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,luyoyoyuoyoyoul,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:34:51,FALSE,NA,1186561542847979521,NA,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,F1SHB0WL_will,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:34:05,FALSE,NA,1186561350056603650,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,shibadogwwww,3875,TRUE,FALSE,NA,NA
RT @captain_161: 칠성검이 총이고 적토마가 페라리인 마당에 제가 감히 제갈량이 부채를 들고나올거라고 생각했습니다 https://t.co/F6gP9Jxvxd,FALSE,0,NA,2019-10-22 08:33:51,FALSE,NA,1186561290262568963,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,HikarI_To_hu,3875,TRUE,FALSE,NA,NA
